id,城市,省份,年月,经度,纬度,舒适天数,空气质量指数,月最高温,月最低温,月平均温,东风频率,东风均速,南风频率,南风均速,西风频率,西风均速,北风频率,北风均速,东北风频率,东北风均速,东南风频率,东南风均速,西南风频率,西南风均速,西北风频率,西北风均速
432,南通市,江苏省,2023-12,120.86,32.01,0,205.00,23.00,-7.00,5.56,25.81,2.00,38.71,2.00,58.06,3.06,54.84,3.29,6.45,2.50,16.13,2.00,12.90,2.00,41.94,3.54
433,南通市,江苏省,2024-01,120.86,32.01,0,84.03,18.00,-6.00,4.34,32.26,2.50,25.81,2.62,58.06,2.61,67.74,2.52,16.13,2.40,16.13,2.60,6.45,2.50,45.16,2.64
434,南通市,江苏省,2024-02,120.86,32.01,0,60.76,22.00,-3.00,5.28,24.14,3.14,20.69,2.33,37.93,3.00,75.86,3.32,13.79,3.75,10.34,2.33,3.45,1.00,31.03,3.22
435,南通市,江苏省,2024-03,120.86,32.01,0,61.77,30.00,-2.00,10.58,48.39,2.87,38.71,3.00,35.48,2.64,51.61,3.00,16.13,2.80,25.81,3.00,12.90,3.00,19.35,2.67
436,南通市,江苏省,2024-04,120.86,32.01,0,42.80,26.00,6.00,15.97,73.33,3.00,40.00,3.08,13.33,2.50,36.67,2.82,20.00,2.83,33.33,3.40,0.00,0.00,10.00,3.00
437,南通市,江苏省,2024-05,120.86,32.01,16,41.13,33.00,9.00,20.37,77.42,3.08,61.29,3.11,16.13,2.40,29.03,2.89,22.58,2.71,51.61,3.31,9.68,2.00,0.00,0.00
438,南通市,江苏省,2024-06,120.86,32.01,52,34.07,33.00,15.00,24.63,66.67,2.85,66.67,2.95,33.33,2.60,16.67,2.40,10.00,2.67,46.67,2.86,20.00,3.17,6.67,2.00
439,南通市,江苏省,2024-07,120.86,32.01,10,31.26,38.00,21.00,30.84,29.03,3.89,87.10,3.11,45.16,2.86,3.23,2.00,3.23,2.00,25.81,4.12,35.48,2.82,0.00,0.00
440,南通市,江苏省,2024-08,120.86,32.01,16,36.42,39.00,24.00,30.92,83.87,2.69,64.52,2.60,12.90,2.00,22.58,2.71,22.58,2.71,54.84,2.76,9.68,1.67,0.00,0.00
441,南通市,江苏省,2024-09,120.86,32.01,40,25.83,35.00,18.00,27.00,83.33,3.08,33.33,3.00,10.00,3.67,53.33,3.38,40.00,3.33,30.00,2.89,3.33,4.00,6.67,3.50
442,南通市,江苏省,2024-10,120.86,32.01,18,34.68,30.00,9.00,18.55,58.06,3.22,9.68,3.33,19.35,2.50,87.10,3.11,48.39,3.20,6.45,3.50,3.23,3.00,16.13,2.40
443,南通市,江苏省,2024-11,120.86,32.01,0,41.00,24.00,1.00,13.25,63.33,3.26,13.33,2.00,26.67,3.12,73.33,3.27,53.33,3.31,6.67,3.00,6.67,1.00,13.33,3.50
444,南阳市,河南省,2023-12,112.53,33.01,0,151.00,22.00,-6.00,3.44,51.61,2.50,51.61,2.00,45.16,2.07,41.94,2.69,38.71,2.83,9.68,1.33,38.71,2.17,3.23,1.00
445,南阳市,河南省,2024-01,112.53,33.01,0,111.45,14.00,-6.00,3.08,54.84,2.65,61.29,1.53,35.48,1.64,38.71,3.25,38.71,3.25,16.13,1.20,35.48,1.64,0.00,0.00
446,南阳市,河南省,2024-02,112.53,33.01,0,104.45,21.00,-5.00,3.60,68.97,3.05,37.93,2.27,31.03,2.44,58.62,3.35,58.62,3.35,10.34,1.33,27.59,2.62,0.00,0.00
447,南阳市,河南省,2024-03,112.53,33.01,0,79.84,27.00,0.00,12.02,51.61,2.88,48.39,2.07,41.94,2.31,38.71,3.25,35.48,3.36,9.68,1.67,32.26,2.20,3.23,2.00
448,南阳市,河南省,2024-04,112.53,33.01,1,60.10,29.00,8.00,17.73,70.00,2.33,46.67,2.07,23.33,2.00,40.00,2.58,36.67,2.73,23.33,2.00,20.00,2.17,0.00,0.00
449,南阳市,河南省,2024-05,112.53,33.01,19,61.52,35.00,9.00,23.27,61.29,2.26,61.29,2.05,19.35,2.50,35.48,2.82,32.26,3.00,29.03,1.44,16.13,2.60,0.00,0.00
450,南阳市,河南省,2024-06,112.53,33.01,28,53.60,39.00,17.00,26.62,40.00,2.25,70.00,2.24,56.67,2.18,23.33,2.57,20.00,2.67,16.67,2.00,50.00,2.27,3.33,2.00
451,南阳市,河南省,2024-07,112.53,33.01,24,31.19,36.00,20.00,27.65,48.39,2.27,61.29,2.16,29.03,2.33,38.71,2.42,32.26,2.60,16.13,1.60,25.81,2.38,3.23,2.00
452,南阳市,河南省,2024-08,112.53,33.01,30,39.39,37.00,22.00,28.53,58.06,2.22,54.84,1.88,22.58,1.57,32.26,2.60,32.26,2.60,16.13,2.00,19.35,1.67,0.00,0.00
453,南阳市,河南省,2024-09,112.53,33.01,25,48.93,37.00,12.00,25.37,86.67,3.12,13.33,1.25,3.33,2.00,73.33,3.27,70.00,3.33,3.33,1.00,3.33,2.00,0.00,0.00
454,南阳市,河南省,2024-10,112.53,33.01,1,76.58,28.00,6.00,17.24,74.19,2.30,35.48,1.55,22.58,1.57,48.39,2.53,38.71,2.92,19.35,1.33,12.90,2.00,9.68,1.00
455,南阳市,河南省,2024-11,112.53,33.01,0,71.93,25.00,0.00,12.15,60.00,2.50,26.67,1.50,33.33,1.80,63.33,2.47,50.00,2.60,6.67,2.00,16.67,1.40,10.00,2.00
456,厦门市,福建省,2023-12,118.10,24.46,3,75.00,29.00,6.00,16.53,90.32,2.86,25.81,1.25,6.45,1.50,64.52,3.45,64.52,3.45,16.13,1.00,6.45,1.50,0.00,0.00
457,厦门市,福建省,2024-01,118.10,24.46,0,55.58,25.00,5.00,14.52,100.00,2.58,22.58,1.29,0.00,0.00,51.61,3.25,51.61,3.25,22.58,1.29,0.00,0.00,0.00,0.00
458,厦门市,福建省,2024-02,118.10,24.46,3,38.90,28.00,4.00,15.55,68.97,3.05,34.48,1.70,13.79,1.50,44.83,3.46,44.83,3.46,3.45,2.00,13.79,1.50,0.00,0.00
459,厦门市,福建省,2024-03,118.10,24.46,8,49.87,29.00,8.00,17.81,61.29,3.26,41.94,2.31,25.81,2.12,41.94,3.15,35.48,3.45,9.68,2.33,22.58,2.14,3.23,2.00
460,厦门市,福建省,2024-04,118.10,24.46,25,37.40,32.00,16.00,22.58,56.67,2.47,63.33,2.47,33.33,2.80,23.33,3.00,23.33,3.00,20.00,1.83,33.33,2.80,0.00,0.00
461,厦门市,福建省,2024-05,118.10,24.46,29,34.23,31.00,17.00,23.29,77.42,2.62,38.71,1.75,12.90,2.00,45.16,3.14,41.94,3.31,19.35,1.50,9.68,2.33,3.23,1.00
462,厦门市,福建省,2024-06,118.10,24.46,11,20.57,33.00,19.00,26.88,20.00,2.33,80.00,3.00,66.67,3.05,16.67,2.20,10.00,2.67,6.67,2.00,63.33,3.16,3.33,1.00
463,厦门市,福建省,2024-07,118.10,24.46,2,18.81,39.00,25.00,29.77,12.90,1.75,93.55,3.00,45.16,3.29,0.00,0.00,0.00,0.00,12.90,1.75,38.71,3.33,0.00,0.00
464,厦门市,福建省,2024-08,118.10,24.46,8,31.35,36.00,25.00,29.19,48.39,2.00,93.55,2.21,29.03,2.44,0.00,0.00,0.00,0.00,45.16,2.00,25.81,2.50,0.00,0.00
465,厦门市,福建省,2024-09,118.10,24.46,13,24.87,34.00,22.00,28.30,93.33,2.57,33.33,1.70,0.00,0.00,50.00,3.07,50.00,3.07,26.67,1.75,0.00,0.00,0.00,0.00
466,厦门市,福建省,2024-10,118.10,24.46,31,31.26,31.00,20.00,25.21,87.10,2.93,6.45,1.00,9.68,2.67,74.19,3.26,64.52,3.30,6.45,1.00,0.00,0.00,6.45,3.50
467,厦门市,福建省,2024-11,118.10,24.46,17,29.77,30.00,11.00,21.13,90.00,3.19,3.33,2.00,6.67,1.50,86.67,3.19,76.67,3.39,3.33,2.00,0.00,0.00,6.67,1.50
468,双鸭山市,黑龙江,2023-12,131.17,46.65,0,35.00,2.00,-28.00,-15.08,6.45,2.00,64.52,2.35,90.32,2.39,16.13,2.00,0.00,0.00,6.45,2.00,58.06,2.39,12.90,2.25
469,双鸭山市,黑龙江,2024-01,131.17,46.65,0,70.00,-3.00,-25.00,-15.58,9.68,1.33,29.03,2.11,83.87,2.15,35.48,1.82,6.45,1.50,3.23,1.00,22.58,2.29,25.81,1.88
470,双鸭山市,黑龙江,2024-02,131.17,46.65,0,64.97,8.00,-22.00,-9.60,10.34,1.67,44.83,2.85,82.76,2.62,31.03,1.78,3.45,1.00,6.90,2.00,34.48,3.10,24.14,2.00
471,双鸭山市,黑龙江,2024-03,131.17,46.65,0,45.03,11.00,-16.00,-2.82,9.68,2.00,29.03,2.78,80.65,2.48,48.39,1.93,3.23,1.00,6.45,2.50,19.35,2.83,38.71,2.00
472,双鸭山市,黑龙江,2024-04,131.17,46.65,0,58.83,28.00,-4.00,10.15,16.67,2.00,56.67,2.82,70.00,3.24,30.00,3.33,0.00,0.00,13.33,1.75,30.00,3.22,30.00,3.33
473,双鸭山市,黑龙江,2024-05,131.17,46.65,0,43.61,25.00,4.00,13.69,35.48,2.55,32.26,2.40,54.84,3.06,48.39,2.80,19.35,2.67,12.90,2.25,12.90,3.00,25.81,3.00
474,双鸭山市,黑龙江,2024-06,131.17,46.65,4,33.83,30.00,8.00,17.62,56.67,2.24,30.00,2.67,43.33,2.54,50.00,2.27,43.33,2.15,6.67,2.50,23.33,2.71,6.67,3.00
475,双鸭山市,黑龙江,2024-07,131.17,46.65,23,43.42,33.00,13.00,23.44,51.61,2.06,38.71,2.42,48.39,2.13,35.48,1.91,12.90,1.75,22.58,2.14,16.13,2.80,22.58,2.00
476,双鸭山市,黑龙江,2024-08,131.17,46.65,21,26.52,31.00,15.00,22.89,45.16,2.07,45.16,2.36,48.39,2.40,41.94,2.23,25.81,2.00,9.68,2.67,29.03,2.22,16.13,2.60
477,双鸭山市,黑龙江,2024-09,131.17,46.65,0,27.40,29.00,4.00,16.23,10.00,2.33,60.00,2.72,83.33,2.64,30.00,2.22,3.33,2.00,6.67,2.50,50.00,2.73,23.33,2.43
478,双鸭山市,黑龙江,2024-10,131.17,46.65,0,41.03,23.00,-3.00,8.24,12.90,2.00,58.06,2.89,74.19,2.87,25.81,2.50,3.23,1.00,9.68,2.33,38.71,2.92,19.35,2.67
479,双鸭山市,黑龙江,2024-11,131.17,46.65,0,59.73,12.00,-15.00,-2.95,16.67,2.00,46.67,2.21,73.33,2.73,43.33,2.54,6.67,1.00,10.00,2.67,30.00,2.33,33.33,3.00
480,合肥市,安徽省,2023-12,117.27,31.86,0,135.00,24.00,-9.00,4.23,45.16,2.36,32.26,2.10,38.71,2.50,58.06,2.67,22.58,2.71,16.13,2.00,6.45,1.50,29.03,2.78
481,合肥市,安徽省,2024-01,117.27,31.86,0,91.87,19.00,-7.00,3.65,35.48,2.64,22.58,2.43,48.39,2.20,70.97,2.55,19.35,2.83,12.90,2.50,3.23,1.00,45.16,2.29
482,合肥市,安徽省,2024-02,117.27,31.86,0,68.52,26.00,-5.00,3.98,44.83,2.77,27.59,3.12,27.59,2.12,65.52,2.79,34.48,2.90,6.90,2.50,6.90,1.50,17.24,2.40
483,合肥市,安徽省,2024-03,117.27,31.86,0,77.48,30.00,-1.00,11.95,58.06,2.17,41.94,2.46,35.48,2.45,48.39,2.20,25.81,2.00,29.03,2.33,6.45,2.50,22.58,2.43
484,合肥市,安徽省,2024-04,117.27,31.86,2,62.93,28.00,7.00,17.63,86.67,2.54,50.00,2.40,13.33,2.50,36.67,2.82,26.67,2.75,46.67,2.50,3.33,1.00,10.00,3.00
485,合肥市,安徽省,2024-05,117.27,31.86,12,58.68,33.00,11.00,21.32,77.42,2.75,54.84,2.82,16.13,1.80,32.26,2.50,22.58,2.86,45.16,2.79,3.23,2.00,9.68,1.67
486,合肥市,安徽省,2024-06,117.27,31.86,28,47.33,36.00,15.00,25.83,73.33,2.55,83.33,2.52,10.00,2.33,0.00,0.00,0.00,0.00,56.67,2.59,10.00,2.33,0.00,0.00
487,合肥市,安徽省,2024-07,117.27,31.86,9,31.68,39.00,21.00,29.18,32.26,2.70,80.65,3.00,22.58,2.43,9.68,3.00,6.45,3.50,19.35,2.33,16.13,2.40,3.23,2.00
488,合肥市,安徽省,2024-08,117.27,31.86,15,42.81,38.00,23.00,30.23,58.06,2.06,58.06,2.00,25.81,2.25,29.03,2.56,19.35,2.50,32.26,1.80,9.68,2.00,9.68,2.67
489,合肥市,安徽省,2024-09,117.27,31.86,22,39.70,37.00,14.00,25.93,66.67,2.90,26.67,2.88,16.67,2.20,53.33,2.81,30.00,2.78,16.67,3.40,10.00,2.00,6.67,2.50
490,合肥市,安徽省,2024-10,117.27,31.86,2,53.61,27.00,5.00,17.24,74.19,2.70,19.35,2.00,9.68,3.00,58.06,2.78,35.48,2.82,16.13,2.20,3.23,1.00,6.45,4.00
491,合肥市,安徽省,2024-11,117.27,31.86,0,58.00,25.00,1.00,12.43,66.67,2.65,13.33,2.25,16.67,4.00,60.00,2.83,33.33,2.60,10.00,2.33,0.00,0.00,13.33,4.25
492,吉林市,吉林省,2023-12,126.57,43.87,0,103.00,9.00,-25.00,-11.31,19.35,2.17,58.06,2.33,61.29,2.53,32.26,2.50,9.68,2.67,9.68,1.67,41.94,2.54,9.68,2.67
493,吉林市,吉林省,2024-01,126.57,43.87,0,80.48,2.00,-27.00,-12.34,9.68,1.67,58.06,2.06,67.74,2.05,32.26,1.70,0.00,0.00,9.68,1.67,38.71,2.00,19.35,1.83
494,吉林市,吉林省,2024-02,126.57,43.87,0,97.52,10.00,-24.00,-8.60,6.90,1.50,44.83,2.23,68.97,2.00,51.72,1.73,3.45,1.00,3.45,2.00,34.48,2.10,31.03,1.78
495,吉林市,吉林省,2024-03,126.57,43.87,0,57.55,13.00,-16.00,-0.71,16.13,2.40,32.26,2.60,77.42,2.79,38.71,2.75,9.68,2.67,6.45,2.00,22.58,2.71,25.81,2.88
496,吉林市,吉林省,2024-04,126.57,43.87,0,86.90,26.00,-6.00,10.83,20.00,1.67,53.33,2.81,66.67,3.00,36.67,2.36,10.00,1.33,6.67,2.00,40.00,3.08,20.00,2.83
497,吉林市,吉林省,2024-05,126.57,43.87,0,40.81,30.00,6.00,15.23,25.81,2.25,51.61,3.19,61.29,3.21,48.39,2.40,19.35,2.50,6.45,1.50,45.16,3.43,16.13,2.60
498,吉林市,吉林省,2024-06,126.57,43.87,12,40.17,32.00,10.00,20.90,0.00,0.00,56.67,2.71,90.00,2.48,36.67,1.91,0.00,0.00,0.00,0.00,56.67,2.71,26.67,2.00
499,吉林市,吉林省,2024-07,126.57,43.87,26,42.48,32.00,15.00,23.85,32.26,1.60,64.52,2.20,51.61,2.12,25.81,1.75,3.23,1.00,19.35,1.83,41.94,2.31,9.68,1.33
500,吉林市,吉林省,2024-08,126.57,43.87,28,28.39,31.00,15.00,24.40,12.90,1.50,45.16,2.14,67.74,1.81,35.48,1.55,3.23,1.00,3.23,2.00,35.48,2.09,22.58,1.43
501,吉林市,吉林省,2024-09,126.57,43.87,0,27.03,28.00,5.00,16.37,20.00,1.83,53.33,2.00,56.67,1.88,33.33,1.80,16.67,1.80,3.33,2.00,33.33,2.00,10.00,1.33
502,吉林市,吉林省,2024-10,126.57,43.87,0,50.13,24.00,-3.00,9.05,9.68,1.67,64.52,2.40,70.97,2.41,32.26,2.10,3.23,1.00,6.45,2.00,41.94,2.62,25.81,2.25
503,吉林市,吉林省,2024-11,126.57,43.87,0,54.67,13.00,-13.00,0.43,26.67,1.75,56.67,2.47,56.67,2.82,30.00,2.56,3.33,1.00,20.00,2.00,20.00,3.00,26.67,2.75
504,吴忠市,宁夏回族自治区,2023-12,106.21,37.99,0,65.00,16.00,-19.00,-2.85,12.90,2.00,22.58,2.43,70.97,3.05,48.39,2.53,9.68,2.00,3.23,2.00,16.13,2.80,25.81,3.25
505,吴忠市,宁夏回族自治区,2024-01,106.21,37.99,0,77.03,13.00,-20.00,-3.53,32.26,1.80,29.03,1.89,58.06,2.78,45.16,2.21,22.58,1.86,9.68,1.67,19.35,2.00,12.90,3.25
506,吴忠市,宁夏回族自治区,2024-02,106.21,37.99,0,109.86,18.00,-10.00,-1.41,34.48,2.50,20.69,2.50,55.17,2.31,62.07,2.39,31.03,2.44,0.00,0.00,20.69,2.50,20.69,2.17
507,吴忠市,宁夏回族自治区,2024-03,106.21,37.99,0,88.13,28.00,-7.00,8.00,25.81,2.12,25.81,2.25,67.74,2.67,61.29,2.47,12.90,1.75,9.68,3.00,16.13,1.80,41.94,2.85
508,吴忠市,宁夏回族自治区,2024-04,106.21,37.99,0,94.40,29.00,4.00,15.33,36.67,2.36,40.00,2.42,46.67,2.64,50.00,2.67,16.67,2.80,13.33,2.25,16.67,2.40,26.67,2.75
509,吴忠市,宁夏回族自治区,2024-05,106.21,37.99,11,73.10,35.00,5.00,21.29,61.29,2.95,48.39,2.87,16.13,3.20,45.16,2.79,25.81,3.12,32.26,2.80,3.23,3.00,9.68,3.67
510,吴忠市,宁夏回族自治区,2024-06,106.21,37.99,18,66.63,35.00,13.00,23.43,43.33,2.38,36.67,2.45,43.33,2.62,53.33,2.56,23.33,2.43,20.00,2.33,10.00,2.33,23.33,2.86
511,吴忠市,宁夏回族自治区,2024-07,106.21,37.99,26,63.35,36.00,17.00,25.47,58.06,2.50,35.48,2.55,38.71,1.83,54.84,2.00,22.58,2.43,29.03,2.67,3.23,2.00,32.26,1.70
512,吴忠市,宁夏回族自治区,2024-08,106.21,37.99,10,48.06,37.00,14.00,22.76,61.29,2.11,32.26,2.20,32.26,3.00,64.52,2.50,35.48,1.91,22.58,2.43,6.45,2.00,25.81,3.25
513,吴忠市,宁夏回族自治区,2024-09,106.21,37.99,2,45.73,31.00,2.00,17.20,56.67,2.35,20.00,3.00,30.00,2.89,70.00,2.38,36.67,2.09,13.33,3.25,0.00,0.00,30.00,2.89
514,吴忠市,宁夏回族自治区,2024-10,106.21,37.99,0,54.90,25.00,0.00,12.19,48.39,2.27,41.94,2.15,45.16,2.29,41.94,2.38,22.58,2.14,22.58,2.43,16.13,1.80,16.13,2.60
515,吴忠市,宁夏回族自治区,2024-11,106.21,37.99,0,65.30,21.00,-7.00,4.67,46.67,1.64,23.33,1.86,50.00,3.20,63.33,2.58,33.33,1.50,10.00,2.33,10.00,1.33,30.00,3.78
516,周口市,河南省,2023-12,114.63,33.63,0,187.00,23.00,-7.00,3.77,29.03,1.89,32.26,2.30,45.16,2.71,54.84,2.53,19.35,2.17,6.45,1.50,19.35,2.67,16.13,2.80
517,周口市,河南省,2024-01,114.63,33.63,0,126.45,17.00,-7.00,3.27,41.94,2.69,29.03,2.11,41.94,2.00,51.61,2.75,25.81,3.12,9.68,2.00,12.90,2.25,16.13,2.20
518,周口市,河南省,2024-02,114.63,33.63,0,106.31,21.00,-7.00,3.93,51.72,2.80,27.59,2.88,31.03,2.33,65.52,2.79,44.83,3.00,3.45,2.00,17.24,2.80,10.34,1.67
519,周口市,河南省,2024-03,114.63,33.63,0,93.29,29.00,1.00,12.26,41.94,2.62,54.84,2.47,29.03,2.44,41.94,2.85,29.03,2.67,12.90,2.50,19.35,2.17,6.45,3.00
520,周口市,河南省,2024-04,114.63,33.63,2,74.93,30.00,8.00,18.62,66.67,2.55,56.67,2.47,13.33,2.50,40.00,2.83,30.00,2.56,33.33,2.60,10.00,2.00,3.33,4.00
521,周口市,河南省,2024-05,114.63,33.63,18,76.81,36.00,11.00,24.66,61.29,2.68,58.06,2.72,32.26,2.90,22.58,3.00,12.90,3.50,32.26,2.30,22.58,3.29,6.45,2.00
522,周口市,河南省,2024-06,114.63,33.63,23,63.60,40.00,20.00,29.27,46.67,2.71,66.67,2.60,33.33,2.10,23.33,2.43,10.00,3.00,30.00,2.67,16.67,2.20,13.33,2.00
523,周口市,河南省,2024-07,114.63,33.63,14,30.94,40.00,21.00,28.94,35.48,2.64,67.74,2.90,41.94,2.92,25.81,2.62,16.13,3.00,12.90,2.25,35.48,3.09,6.45,2.00
524,周口市,河南省,2024-08,114.63,33.63,14,41.16,37.00,22.00,29.92,58.06,2.22,54.84,2.53,29.03,2.89,41.94,2.46,32.26,2.20,25.81,2.25,19.35,3.00,6.45,2.50
525,周口市,河南省,2024-09,114.63,33.63,19,47.80,38.00,13.00,25.00,76.67,2.83,30.00,2.44,10.00,2.67,60.00,3.22,40.00,3.08,26.67,2.50,3.33,2.00,6.67,3.00
526,周口市,河南省,2024-10,114.63,33.63,5,86.06,28.00,8.00,18.31,70.97,2.45,38.71,2.33,16.13,2.60,48.39,2.80,32.26,2.50,25.81,2.50,9.68,1.67,6.45,4.00
527,周口市,河南省,2024-11,114.63,33.63,0,75.63,24.00,1.00,12.92,60.00,2.39,33.33,2.30,30.00,2.89,43.33,2.92,23.33,2.14,23.33,2.57,10.00,1.67,13.33,4.00
528,呼和浩特市,内蒙古自治区,2023-12,111.65,40.82,0,33.00,8.00,-27.00,-9.47,35.48,1.18,45.16,1.21,45.16,1.71,25.81,1.75,6.45,1.50,16.13,1.00,22.58,1.43,9.68,2.33
529,呼和浩特市,内蒙古自治区,2024-01,111.65,40.82,0,81.74,2.00,-23.00,-10.15,41.94,1.00,32.26,1.00,45.16,1.21,35.48,1.36,9.68,1.00,12.90,1.00,19.35,1.00,19.35,1.50
530,呼和浩特市,内蒙古自治区,2024-02,111.65,40.82,0,76.86,12.00,-15.00,-5.84,44.83,1.38,34.48,1.30,41.38,1.67,48.28,2.07,27.59,1.62,6.90,1.00,24.14,1.43,10.34,2.67
531,呼和浩特市,内蒙古自治区,2024-03,111.65,40.82,0,69.00,20.00,-13.00,3.18,3.23,1.00,54.84,1.88,80.65,2.48,32.26,3.10,3.23,1.00,0.00,0.00,51.61,1.88,16.13,4.20
532,呼和浩特市,内蒙古自治区,2024-04,111.65,40.82,0,69.17,26.00,0.00,12.73,16.67,2.00,66.67,2.60,76.67,2.70,26.67,2.75,13.33,2.25,3.33,1.00,60.00,2.72,10.00,3.00
533,呼和浩特市,内蒙古自治区,2024-05,111.65,40.82,3,56.32,33.00,5.00,18.29,16.13,3.00,64.52,2.10,70.97,2.41,29.03,3.67,9.68,4.00,6.45,1.50,54.84,2.24,9.68,3.67
534,呼和浩特市,内蒙古自治区,2024-06,111.65,40.82,6,61.77,33.00,12.00,21.42,16.67,2.20,63.33,2.11,60.00,2.39,33.33,2.60,10.00,2.67,6.67,1.50,40.00,2.33,16.67,2.60
535,呼和浩特市,内蒙古自治区,2024-07,111.65,40.82,21,44.65,37.00,15.00,23.69,29.03,1.78,58.06,1.83,58.06,1.89,32.26,2.30,16.13,2.20,9.68,1.33,41.94,2.00,9.68,2.00
536,呼和浩特市,内蒙古自治区,2024-08,111.65,40.82,8,36.97,33.00,13.00,22.27,38.71,2.00,51.61,1.69,45.16,1.86,32.26,2.70,19.35,2.50,12.90,1.50,25.81,1.62,9.68,3.33
537,呼和浩特市,内蒙古自治区,2024-09,111.65,40.82,3,32.50,26.00,2.00,16.60,53.33,1.56,43.33,1.38,26.67,2.12,50.00,2.13,30.00,1.78,20.00,1.33,10.00,1.33,13.33,2.25
538,呼和浩特市,内蒙古自治区,2024-10,111.65,40.82,0,43.45,25.00,-2.00,9.90,25.81,1.62,61.29,1.68,61.29,1.95,29.03,2.44,6.45,2.50,9.68,1.33,45.16,1.71,16.13,2.60
539,呼和浩特市,内蒙古自治区,2024-11,111.65,40.82,0,57.17,17.00,-12.00,2.13,26.67,1.00,63.33,1.16,56.67,2.24,26.67,3.12,6.67,1.00,20.00,1.00,26.67,1.38,20.00,3.83
540,咸宁市,湖北省,2023-12,114.28,29.87,0,94.00,26.00,-4.00,7.10,64.52,1.70,16.13,1.80,16.13,1.60,70.97,1.77,48.39,1.73,6.45,1.50,6.45,2.00,6.45,1.00
541,咸宁市,湖北省,2024-01,114.28,29.87,0,75.19,24.00,-6.00,6.19,48.39,1.67,12.90,1.00,22.58,1.29,74.19,1.83,32.26,1.80,9.68,1.00,3.23,1.00,12.90,1.50
542,咸宁市,湖北省,2024-02,114.28,29.87,0,61.62,29.00,-2.00,5.78,31.03,1.56,31.03,1.67,20.69,2.17,62.07,2.11,13.79,1.75,10.34,1.67,10.34,2.00,10.34,2.33
543,咸宁市,湖北省,2024-03,114.28,29.87,2,53.68,33.00,0.00,14.00,45.16,1.57,32.26,2.00,35.48,2.00,54.84,1.76,29.03,1.56,12.90,1.75,12.90,2.00,16.13,2.00
544,咸宁市,湖北省,2024-04,114.28,29.87,10,48.30,30.00,12.00,19.28,53.33,1.81,20.00,1.50,30.00,1.33,60.00,1.56,20.00,1.67,13.33,1.75,6.67,1.00,23.33,1.43
545,咸宁市,湖北省,2024-05,114.28,29.87,15,48.19,35.00,12.00,22.48,64.52,1.65,38.71,1.33,19.35,1.67,35.48,1.73,25.81,1.75,19.35,1.33,6.45,1.50,6.45,1.50
546,咸宁市,湖北省,2024-06,114.28,29.87,28,27.73,34.00,16.00,24.72,70.00,1.52,63.33,1.37,23.33,1.57,20.00,1.50,13.33,1.75,40.00,1.25,16.67,1.80,6.67,1.00
547,咸宁市,湖北省,2024-07,114.28,29.87,5,25.42,39.00,22.00,30.39,22.58,2.00,80.65,2.20,64.52,2.30,12.90,2.00,9.68,2.00,12.90,2.00,58.06,2.33,0.00,0.00
548,咸宁市,湖北省,2024-08,114.28,29.87,14,36.39,39.00,23.00,30.55,32.26,1.60,41.94,1.38,58.06,1.44,51.61,1.62,22.58,1.86,6.45,1.00,35.48,1.45,19.35,1.50
549,咸宁市,湖北省,2024-09,114.28,29.87,18,43.97,39.00,14.00,27.67,73.33,2.14,0.00,0.00,13.33,1.75,86.67,2.27,63.33,2.16,0.00,0.00,0.00,0.00,10.00,2.00
550,咸宁市,湖北省,2024-10,114.28,29.87,7,48.23,30.00,8.00,19.10,67.74,2.10,6.45,1.50,12.90,2.00,77.42,2.08,48.39,2.07,3.23,2.00,0.00,0.00,12.90,2.00
551,咸宁市,湖北省,2024-11,114.28,29.87,0,54.37,27.00,1.00,14.40,60.00,2.00,10.00,1.67,23.33,1.86,66.67,2.15,30.00,2.11,6.67,1.50,3.33,2.00,20.00,1.83
552,咸阳市,陕西省,2023-12,108.72,34.36,0,127.00,20.00,-10.00,1.52,58.06,2.06,38.71,1.33,41.94,1.54,51.61,2.25,48.39,2.27,3.23,1.00,35.48,1.36,3.23,2.00
553,咸阳市,陕西省,2024-01,108.72,34.36,0,124.35,15.00,-10.00,0.76,64.52,1.75,25.81,1.38,35.48,1.45,61.29,1.68,54.84,1.76,3.23,1.00,22.58,1.43,6.45,1.00
554,咸阳市,陕西省,2024-02,108.72,34.36,0,141.28,16.00,-6.00,2.59,79.31,1.87,13.79,1.00,20.69,1.83,82.76,1.96,75.86,1.91,3.45,1.00,10.34,1.00,6.90,2.50
555,咸阳市,陕西省,2024-03,108.72,34.36,0,98.45,30.00,-2.00,11.37,64.52,2.05,16.13,1.60,35.48,1.73,70.97,2.05,61.29,2.11,3.23,1.00,12.90,1.75,9.68,1.67
556,咸阳市,陕西省,2024-04,108.72,34.36,0,91.23,30.00,7.00,17.97,73.33,1.64,23.33,1.29,20.00,2.00,50.00,1.67,50.00,1.67,10.00,1.33,10.00,1.33,0.00,0.00
557,咸阳市,陕西省,2024-05,108.72,34.36,14,65.00,36.00,10.00,22.44,80.65,1.84,45.16,1.57,16.13,1.80,16.13,1.80,12.90,2.00,29.03,1.44,12.90,2.00,3.23,1.00
558,咸阳市,陕西省,2024-06,108.72,34.36,24,60.77,40.00,15.00,26.33,70.00,1.86,36.67,1.45,20.00,1.50,30.00,1.67,20.00,2.00,16.67,1.40,13.33,1.75,6.67,1.00
